model,price,transmission,mileage,fuelType,tax,mpg,engineSize,age
 Astra,14999,Automatic,3472,Petrol,145,51.4,1.4,6
 Astra,6795,Manual,38000,Petrol,160,44.8,1.6,11
 Astra,13597,Manual,8422,Petrol,145,47.9,1.4,6
 Astra,9647,Manual,16300,Diesel,30,67.3,1.6,9
 Astra,8995,Manual,16000,Petrol,0,65.7,1.0,9
 Astra,13990,Manual,18860,Diesel,140,62.8,1.6,7
 Astra,7690,Automatic,47131,Petrol,235,38.2,1.6,9
 Astra,9342,Manual,41000,Diesel,20,72.4,1.6,8
 Astra,4495,Manual,84000,Diesel,125,61.4,2.0,11
 Astra,16995,Automatic,1375,Petrol,145,42.8,1.4,6
 Astra,10895,Automatic,25000,Petrol,145,51.4,1.4,7
 Astra,9574,Manual,28652,Petrol,125,51.4,1.4,8
 Astra,14995,Automatic,4020,Petrol,150,42.8,1.4,6
 Astra,7180,Manual,33275,Petrol,160,47.1,1.4,10
 Astra,10482,Manual,5589,Petrol,125,51.4,1.4,8
 Astra,13325,Manual,2000,Petrol,140,51.4,1.4,7
 Astra,11995,Manual,18366,Petrol,150,51.4,1.4,8
 Astra,13655,Manual,14000,Petrol,140,51.4,1.4,7
 Astra,9000,Manual,36000,Petrol,125,51.4,1.4,9
 Astra,13995,Manual,8955,Petrol,145,47.1,1.4,6
 Astra,15300,Manual,2000,Diesel,145,58.9,1.6,6
 Astra,15995,Manual,881,Diesel,145,58.9,1.6,6
 Astra,15450,Manual,1528,Diesel,145,58.9,1.6,6
 Astra,14700,Manual,3500,Petrol,145,45.6,1.4,6
 Astra,16295,Manual,50,Petrol,140,51.4,1.4,7
 Astra,8675,Manual,21490,Petrol,125,51.4,1.4,9
 Astra,9999,Manual,25177,Diesel,0,83.1,1.6,9
 Astra,10999,Automatic,12249,Diesel,125,61.4,1.6,9
 Astra,11599,Manual,13709,Petrol,120,51.4,1.4,9
 Astra,4999,Automatic,59270,Petrol,240,39.8,1.6,15
 Astra,9999,Manual,25000,Petrol,145,51.4,1.4,8
 Astra,7699,Manual,38086,Petrol,125,52.3,1.4,9
 Astra,17895,Manual,2576,Petrol,140,51.4,1.4,7
 Astra,19995,Manual,1634,Petrol,140,46.3,1.4,7
 Astra,10334,Manual,17245,Diesel,145,72.4,1.6,8
 Astra,9755,Manual,17000,Petrol,145,52.3,1.4,8
 Astra,8990,Manual,25000,Petrol,125,51.4,1.4,9
 Astra,8662,Manual,47323,Diesel,0,76.3,1.6,8
 Astra,11879,Manual,17000,Petrol,145,51.4,1.4,7
 Viva,5307,Manual,50602,Petrol,20,62.8,1.0,9
 Viva,5999,Manual,23211,Petrol,20,62.8,1.0,8
 Viva,6299,Manual,9661,Petrol,20,62.8,1.0,8
 Viva,7560,Manual,5815,Petrol,145,46.3,1.0,6
 Viva,6510,Manual,6799,Petrol,145,46.3,1.0,6
 Viva,6420,Manual,5880,Petrol,145,46.3,1.0,6
 Viva,5790,Manual,23441,Petrol,20,62.8,1.0,8
 Viva,6995,Manual,37500,Petrol,145,61.4,1.0,8
 Viva,7995,Manual,9121,Petrol,145,46.3,1.0,7
 Viva,6995,Manual,12215,Petrol,150,62.8,1.0,8
 Viva,8995,Manual,8147,Petrol,145,46.3,1.0,6
 Viva,6995,Manual,33133,Petrol,20,62.8,1.0,9
 Viva,9495,Manual,5256,Petrol,145,46.3,1.0,6
 Viva,9785,Manual,250,Petrol,145,60.1,1.0,6
 Viva,5700,Manual,14987,Petrol,20,62.8,1.0,9
 Viva,5998,Manual,22621,Petrol,20,62.8,1.0,10
 Viva,5298,Manual,35745,Petrol,20,62.8,1.0,9
 Viva,5598,Manual,13566,Petrol,20,62.8,1.0,9
 Viva,5998,Manual,31104,Petrol,20,62.8,1.0,9
 Viva,7998,Manual,8325,Petrol,145,60.1,1.0,7
 Viva,6298,Manual,11909,Petrol,20,62.8,1.0,10
 Viva,5691,Manual,29370,Petrol,20,62.8,1.0,9
 Viva,5998,Manual,32716,Petrol,145,61.4,1.0,7
 Viva,5991,Manual,13779,Petrol,20,62.8,1.0,9
 Viva,6180,Manual,22081,Petrol,20,62.8,1.0,9
 Viva,5591,Manual,28490,Petrol,20,62.8,1.0,9
 Viva,5991,Manual,11862,Petrol,20,62.8,1.0,9
 Viva,5860,Manual,26117,Petrol,145,62.8,1.0,8
 Viva,6520,Manual,20292,Petrol,20,62.8,1.0,9
 Viva,5880,Manual,16177,Petrol,20,62.8,1.0,9
 Viva,6498,Manual,19019,Petrol,20,62.8,1.0,9
 Viva,5998,Manual,22459,Petrol,145,61.4,1.0,8
 Viva,6998,Manual,5579,Petrol,145,61.4,1.0,8
 Viva,5800,Manual,19037,Petrol,20,62.8,1.0,9
 Viva,6240,Manual,12669,Petrol,145,61.4,1.0,8
 Viva,6880,Manual,19771,Petrol,145,62.8,1.0,8
 Viva,6798,Manual,17738,Petrol,150,62.8,1.0,8
 Viva,6091,Manual,16214,Petrol,20,62.8,1.0,9
 Viva,6995,Manual,7200,Petrol,145,46.3,1.0,6
 Viva,6995,Manual,5500,Petrol,145,60.1,1.0,7
 Viva,22985,Manual,10,Petrol,150,46.3,1.0,6
 Viva,5995,Manual,8242,Petrol,150,62.8,1.0,8
 Viva,7495,Manual,2850,Petrol,145,46.3,1.0,6
 Viva,7990,Manual,6202,Petrol,145,46.3,1.0,6
 Viva,8495,Manual,8,Petrol,145,46.3,1.0,6
 Viva,7995,Manual,43,Petrol,145,46.3,1.0,6
 Viva,7995,Manual,10,Petrol,145,46.3,1.0,6
 Viva,6000,Manual,11135,Petrol,145,62.8,1.0,8
 Viva,5995,Manual,18100,Petrol,20,62.8,1.0,9
 Viva,7995,Manual,6377,Petrol,145,46.3,1.0,6
 Viva,5495,Manual,13500,Petrol,20,62.8,1.0,9
 Viva,6230,Manual,18771,Petrol,20,62.8,1.0,9
 Viva,6310,Manual,5700,Petrol,20,62.8,1.0,9
 Viva,6790,Manual,19185,Petrol,20,62.8,1.0,9
 Viva,6680,Manual,12644,Petrol,20,62.8,1.0,8
 Viva,5990,Manual,21147,Petrol,20,62.8,1.0,9
 Viva,5990,Manual,23112,Petrol,20,62.8,1.0,9
 Viva,6470,Manual,15170,Petrol,145,61.4,1.0,8
 Viva,6530,Manual,32533,Petrol,20,62.8,1.0,9
 Viva,7700,Manual,11000,Petrol,145,46.3,1.0,7
 Viva,6799,Manual,11472,Petrol,20,62.8,1.0,8
 Viva,5750,Manual,27159,Petrol,20,62.8,1.0,9
 Viva,6500,Manual,8383,Petrol,20,62.8,1.0,8
 Viva,7250,Semi-Auto,19083,Petrol,145,62.8,1.0,8
 Viva,5898,Manual,20986,Petrol,20,62.8,1.0,8
 Viva,6960,Manual,7416,Petrol,20,62.8,1.0,9
 Viva,6090,Manual,14799,Petrol,20,62.8,1.0,9
 Viva,6280,Manual,7547,Petrol,20,62.8,1.0,8
 Viva,6971,Manual,17698,Petrol,20,62.8,1.0,9
 Viva,5999,Manual,41340,Petrol,150,62.8,1.0,8
 Viva,5990,Manual,19308,Petrol,20,62.8,1.0,8
 Viva,6990,Manual,10,Petrol,145,61.4,1.0,7
 Viva,5995,Manual,20819,Petrol,20,62.8,1.0,9
 Viva,6100,Manual,32000,Petrol,20,62.8,1.0,8
 Viva,5600,Manual,21359,Petrol,20,62.8,1.0,9
 Viva,6999,Manual,2483,Petrol,145,46.3,1.0,6
 Viva,7450,Manual,45000,Petrol,150,46.3,1.0,6
 Viva,6530,Manual,19481,Petrol,20,62.8,1.0,8
 Viva,7251,Manual,10017,Petrol,145,61.4,1.0,7
 Viva,6941,Manual,15871,Petrol,145,62.8,1.0,8
 Viva,6790,Manual,7979,Petrol,145,46.3,1.0,7
 Viva,5892,Manual,21123,Petrol,20,62.8,1.0,8
 Viva,5390,Manual,23098,Petrol,20,62.8,1.0,10
 Viva,6490,Manual,8645,Petrol,145,46.3,1.0,7
 Viva,5941,Manual,28271,Petrol,150,61.4,1.0,8
 Viva,5791,Manual,22596,Petrol,150,62.8,1.0,8
 Viva,6241,Manual,21321,Petrol,20,62.8,1.0,8
 Viva,6160,Manual,23258,Petrol,20,62.8,1.0,9
 Viva,6290,Manual,13252,Petrol,145,46.3,1.0,7
 Viva,6290,Manual,10909,Petrol,145,46.3,1.0,7
 Viva,6290,Manual,13891,Petrol,145,46.3,1.0,7
 Viva,6290,Manual,11178,Petrol,145,46.3,1.0,7
 Viva,5825,Manual,19923,Petrol,20,62.8,1.0,8
 Viva,6708,Manual,7571,Petrol,145,46.3,1.0,7
 Viva,6642,Manual,11103,Petrol,145,46.3,1.0,7
 Viva,6298,Manual,10873,Petrol,145,62.8,1.0,8
 Viva,6360,Manual,21486,Petrol,20,62.8,1.0,9
 Viva,6290,Manual,11876,Petrol,145,46.3,1.0,7
 Viva,5080,Manual,53660,Petrol,20,62.8,1.0,10
 Viva,4900,Manual,49252,Petrol,20,62.8,1.0,9
 Viva,5999,Manual,34390,Petrol,145,62.8,1.0,8
 Viva,5899,Manual,24294,Petrol,20,62.8,1.0,9
 Viva,5636,Manual,22950,Petrol,20,62.8,1.0,10
 Viva,6531,Manual,2824,Petrol,20,62.8,1.0,8
 Viva,5397,Manual,23938,Petrol,20,62.8,1.0,9
 Viva,5881,Manual,13850,Petrol,20,62.8,1.0,9
 Viva,6095,Manual,25366,Petrol,20,62.8,1.0,8
 Viva,6281,Manual,6670,Petrol,150,61.4,1.0,7
 Viva,5995,Manual,28609,Petrol,150,61.4,1.0,7
 Viva,7498,Manual,13159,Petrol,150,62.8,1.0,8
 Viva,6074,Manual,13623,Petrol,20,62.8,1.0,8
 Viva,6980,Manual,9608,Petrol,20,62.8,1.0,9
 Viva,5991,Manual,11558,Petrol,20,62.8,1.0,9
 Viva,5520,Manual,19923,Petrol,20,62.8,1.0,8
 Viva,5990,Manual,16590,Petrol,20,62.8,1.0,9
 Viva,5491,Manual,20880,Petrol,20,62.8,1.0,8
 Viva,6300,Manual,15976,Petrol,145,62.8,1.0,8
 Viva,5901,Manual,15621,Petrol,20,62.8,1.0,9
 Viva,6370,Manual,9021,Petrol,145,62.8,1.0,8
 Viva,5740,Manual,20900,Petrol,20,62.8,1.0,9
 Viva,6699,Manual,16359,Petrol,20,62.8,1.0,8
 Viva,6301,Manual,22150,Petrol,20,62.8,1.0,9
 Viva,4900,Manual,47675,Petrol,20,62.8,1.0,9
 Viva,7500,Manual,1248,Petrol,145,46.3,1.0,6
 Viva,5000,Manual,36000,Petrol,20,62.8,1.0,10
 Viva,7392,Manual,4048,Petrol,150,62.8,1.0,7
 Viva,6499,Manual,18500,Petrol,145,61.4,1.0,8
 Viva,5991,Manual,20902,Petrol,20,62.8,1.0,9
 Viva,6199,Manual,12918,Petrol,20,62.8,1.0,10
 Viva,5991,Manual,29601,Petrol,20,62.8,1.0,9
 Viva,6791,Manual,13896,Petrol,20,62.8,1.0,9
 Viva,5991,Manual,15480,Petrol,145,62.8,1.0,8
 Viva,6490,Manual,8269,Petrol,20,62.8,1.0,8
 Viva,6299,Manual,32858,Petrol,20,62.8,1.0,8
 Viva,6995,Manual,13675,Petrol,150,61.4,1.0,7
 Viva,5999,Manual,11261,Petrol,150,62.8,1.0,8
 Viva,7000,Manual,4360,Petrol,145,61.4,1.0,7
 Viva,8290,Manual,6280,Petrol,145,60.1,1.0,7
 Viva,5850,Manual,25045,Petrol,20,62.8,1.0,9
 Viva,5999,Manual,14000,Petrol,20,62.8,1.0,9
 Viva,5291,Manual,28544,Petrol,20,62.8,1.0,9
 Viva,7795,Semi-Auto,3614,Petrol,20,62.8,1.0,9
 Viva,7150,Manual,4052,Petrol,145,46.3,1.0,7
 Viva,5770,Manual,14117,Petrol,20,62.8,1.0,10
 Viva,6990,Manual,9983,Petrol,150,46.3,1.0,7
 Viva,8995,Manual,10,Petrol,145,46.3,1.0,6
 Viva,6860,Manual,4570,Petrol,150,46.3,1.0,7
 Viva,7190,Manual,8146,Petrol,150,46.3,1.0,6
 Viva,6990,Manual,8369,Petrol,150,46.3,1.0,6
 Viva,7090,Manual,6749,Petrol,150,46.3,1.0,6
 Viva,7480,Manual,9499,Petrol,145,46.3,1.0,6
 Viva,7200,Manual,8541,Petrol,145,46.3,1.0,6
 Viva,7580,Manual,5248,Petrol,145,46.3,1.0,6
 Viva,6495,Manual,25649,Petrol,20,62.8,1.0,10
 Viva,6510,Manual,6718,Petrol,145,46.3,1.0,6
 Viva,5720,Manual,28708,Petrol,20,62.8,1.0,9
 Viva,6990,Manual,10430,Petrol,145,61.4,1.0,7
 Viva,5998,Manual,30739,Petrol,20,62.8,1.0,9
 Viva,5891,Manual,30500,Petrol,20,62.8,1.0,10
 Viva,6500,Manual,25058,Petrol,20,62.8,1.0,8
 Viva,8200,Manual,4421,Petrol,145,60.1,1.0,7
 Viva,5725,Manual,7000,Petrol,20,62.8,1.0,9
 Viva,7675,Manual,7801,Petrol,145,60.1,1.0,7
 Viva,5495,Manual,17267,Petrol,150,62.8,1.0,8
 Viva,8349,Manual,5,Petrol,145,46.3,1.0,6
 Viva,5643,Manual,30241,Petrol,20,62.8,1.0,9
 Viva,7555,Manual,4500,Petrol,150,46.3,1.0,6
 Viva,6000,Manual,11192,Petrol,20,62.8,1.0,9
 Viva,6490,Manual,12615,Petrol,150,61.4,1.0,7
 Viva,5995,Manual,34403,Petrol,20,62.8,1.0,9
 Viva,6799,Manual,9634,Petrol,145,62.8,1.0,8
 Viva,6499,Manual,23896,Petrol,20,62.8,1.0,8
 Viva,7460,Manual,2000,Petrol,145,46.3,1.0,6
 Viva,7480,Manual,2694,Petrol,145,46.3,1.0,6
 Viva,6100,Manual,16500,Petrol,20,62.8,1.0,8
 Viva,5981,Manual,30665,Petrol,145,62.8,1.0,8
 Viva,6390,Manual,24584,Petrol,145,61.4,1.0,7
 Viva,5000,Manual,26787,Petrol,20,62.8,1.0,10
 Viva,6000,Manual,36210,Petrol,20,62.8,1.0,9
 Viva,6499,Manual,19155,Petrol,20,62.8,1.0,8
 Viva,6299,Manual,16000,Petrol,20,62.8,1.0,9
 Viva,6000,Manual,15700,Petrol,150,62.8,1.0,8
 Viva,6590,Manual,13172,Petrol,145,61.4,1.0,8
 Viva,5950,Manual,14273,Petrol,20,62.8,1.0,10
 Viva,6500,Manual,24654,Petrol,20,62.8,1.0,8
 Viva,6060,Manual,22649,Petrol,20,62.8,1.0,8
 Viva,6600,Manual,5380,Petrol,20,62.8,1.0,8
 Viva,6090,Manual,22335,Petrol,20,62.8,1.0,8
 Viva,7980,Manual,1993,Petrol,145,46.3,1.0,6
 Viva,5550,Manual,29868,Petrol,20,62.8,1.0,9
 Viva,6350,Manual,10410,Petrol,145,61.4,1.0,8
 Viva,6330,Manual,10876,Petrol,145,61.4,1.0,8
 Viva,7290,Manual,8777,Petrol,145,46.3,1.0,6
 Viva,5400,Manual,40407,Petrol,20,62.8,1.0,9
 Viva,7640,Manual,9811,Petrol,145,61.4,1.0,7
 Viva,7290,Manual,10958,Petrol,145,46.3,1.0,6
 Viva,7290,Manual,9562,Petrol,145,46.3,1.0,6
 Viva,7290,Manual,9108,Petrol,145,46.3,1.0,6
 Viva,5790,Manual,15070,Petrol,20,62.8,1.0,10
 Viva,7250,Manual,30460,Petrol,20,62.8,1.0,8
 Viva,6290,Manual,14770,Petrol,20,62.8,1.0,9
 Viva,5340,Manual,52699,Petrol,20,62.8,1.0,9
 Viva,5950,Manual,13939,Petrol,20,62.8,1.0,9
 Viva,5500,Manual,43869,Petrol,20,62.8,1.0,9
 Viva,5973,Manual,19090,Petrol,20,62.8,1.0,9
 Viva,6599,Manual,12594,Petrol,20,62.8,1.0,8
 Viva,5999,Manual,22500,Petrol,145,62.8,1.0,8
 Viva,7899,Manual,13000,Petrol,145,60.1,1.0,7
 Viva,6295,Manual,8500,Petrol,150,62.8,1.0,8
 Viva,6499,Manual,14469,Petrol,20,62.8,1.0,8
 Viva,6000,Manual,16616,Petrol,145,62.8,1.0,8
 Viva,7000,Manual,23481,Petrol,20,62.8,1.0,8
 Viva,5489,Manual,46539,Petrol,20,62.8,1.0,9
 Viva,7560,Manual,1248,Petrol,145,46.3,1.0,6
 Viva,7530,Manual,1919,Petrol,145,46.3,1.0,6
 Viva,7540,Manual,1759,Petrol,145,46.3,1.0,6
 Viva,6690,Manual,9544,Petrol,145,61.4,1.0,8
 Viva,6270,Manual,21210,Petrol,145,62.8,1.0,8
 Viva,6091,Manual,27553,Petrol,150,62.8,1.0,8
 Viva,6298,Manual,10590,Petrol,20,62.8,1.0,9
 Viva,7600,Manual,3636,Petrol,145,46.3,1.0,6
 Viva,6600,Manual,18066,Petrol,20,62.8,1.0,9
 Viva,5999,Manual,15299,Petrol,20,62.8,1.0,8
 Viva,5699,Manual,18170,Petrol,20,62.8,1.0,10
 Viva,6192,Manual,21996,Petrol,20,62.8,1.0,8
 Viva,5993,Manual,8982,Petrol,145,62.8,1.0,8
 Viva,5683,Manual,25291,Petrol,20,62.8,1.0,8
 Viva,7453,Manual,16058,Petrol,145,60.1,1.0,7
 Viva,5991,Manual,10379,Petrol,145,62.8,1.0,8
 Viva,7994,Manual,940,Petrol,145,46.3,1.0,6
 Viva,6000,Manual,4006,Petrol,145,46.3,1.0,6
 Viva,7920,Manual,7508,Petrol,145,46.3,1.0,7
 Viva,5997,Manual,24327,Petrol,20,62.8,1.0,9
 Viva,7791,Manual,7911,Petrol,145,46.3,1.0,6
 Viva,5499,Manual,27527,Petrol,20,62.8,1.0,9
 Viva,7000,Manual,8951,Petrol,145,46.3,1.0,6
 Viva,5263,Manual,45060,Petrol,20,62.8,1.0,9
 Viva,5700,Manual,59486,Petrol,20,62.8,1.0,9
 Viva,6695,Manual,4415,Petrol,150,46.3,1.0,6
 Viva,6991,Manual,4887,Petrol,150,46.3,1.0,6
 Viva,6695,Manual,4187,Petrol,150,46.3,1.0,6
 Viva,8200,Manual,14,Petrol,145,46.3,1.0,6
 Viva,8000,Manual,12,Petrol,150,46.3,1.0,6
 Viva,8200,Manual,10,Petrol,145,46.3,1.0,6
 Viva,6695,Manual,6493,Petrol,150,46.3,1.0,6
 Viva,6695,Manual,4709,Petrol,150,46.3,1.0,6
 Viva,6695,Manual,3637,Petrol,150,46.3,1.0,6
 Viva,8499,Manual,1114,Petrol,145,46.3,1.0,6
 Viva,8499,Manual,1589,Petrol,145,46.3,1.0,6
 Viva,6391,Manual,9517,Petrol,145,46.3,1.0,6
 Viva,6791,Manual,9037,Petrol,145,46.3,1.0,6
 Viva,6791,Manual,5111,Petrol,145,46.3,1.0,6
 Viva,7500,Manual,4907,Petrol,145,46.3,1.0,6
 Viva,6791,Manual,6119,Petrol,145,46.3,1.0,6
 Viva,6791,Manual,5090,Petrol,145,46.3,1.0,6
 Viva,6791,Manual,3445,Petrol,145,46.3,1.0,6
 Viva,6791,Manual,3516,Petrol,145,46.3,1.0,6
 Viva,6791,Manual,5568,Petrol,145,46.3,1.0,6
 Viva,6791,Manual,4523,Petrol,145,46.3,1.0,6
 Viva,7186,Manual,24332,Petrol,150,46.3,1.0,7
 Viva,5398,Manual,33000,Petrol,20,62.8,1.0,9
 Viva,5949,Manual,25213,Petrol,20,62.8,1.0,8
 Viva,6492,Manual,25701,Petrol,20,62.8,1.0,8
 Viva,6495,Manual,15780,Petrol,145,62.8,1.0,8
 Viva,6100,Manual,24285,Petrol,20,62.8,1.0,9
 Viva,5995,Manual,10495,Petrol,20,62.8,1.0,10
 Viva,5750,Manual,34272,Petrol,150,62.8,1.0,8
 Viva,5995,Manual,34304,Petrol,20,62.8,1.0,9
 Viva,5976,Manual,15577,Petrol,20,62.8,1.0,9
 Viva,6500,Manual,29880,Petrol,20,62.8,1.0,8
 Viva,4995,Manual,23198,Petrol,20,62.8,1.0,10
 Viva,6995,Manual,2203,Petrol,145,46.3,1.0,6
 Viva,7250,Semi-Auto,24448,Petrol,20,62.8,1.0,9
 Viva,6995,Manual,6709,Petrol,145,62.8,1.0,8
 Viva,6907,Manual,17771,Petrol,145,62.8,1.0,7
 Viva,5692,Manual,36188,Petrol,145,62.8,1.0,8
 Viva,7561,Manual,4699,Petrol,145,46.3,1.0,6
 Viva,6600,Manual,19750,Petrol,145,62.8,1.0,8
 Viva,6600,Manual,4830,Petrol,20,62.8,1.0,9
 Viva,5995,Manual,31425,Petrol,20,62.8,1.0,8
 Viva,5990,Manual,12470,Petrol,20,62.8,1.0,8
 Viva,5490,Manual,38244,Petrol,20,62.8,1.0,9
 Viva,5980,Manual,22406,Petrol,145,62.8,1.0,8
 Viva,6495,Manual,25599,Petrol,20,62.8,1.0,9
 Viva,7496,Manual,9165,Petrol,145,62.8,1.0,8
 Viva,6070,Manual,18050,Petrol,20,62.8,1.0,8
 Viva,7795,Manual,9832,Petrol,145,46.3,1.0,6
 Viva,6796,Manual,10317,Petrol,145,61.4,1.0,8
 Viva,4491,Manual,45167,Petrol,20,62.8,1.0,10
 Viva,7295,Manual,11500,Petrol,145,61.4,1.0,8
 Viva,6495,Manual,28000,Petrol,20,62.8,1.0,9
 Viva,8221,Semi-Auto,10572,Petrol,20,62.8,1.0,9
 Viva,6720,Manual,10933,Petrol,20,62.8,1.0,9
 Viva,5499,Manual,37962,Petrol,20,62.8,1.0,10
 Viva,4998,Manual,35321,Petrol,20,62.8,1.0,9
 Viva,6000,Manual,37465,Petrol,20,62.8,1.0,9
 Viva,6599,Manual,15499,Petrol,20,62.8,1.0,9
 Viva,6299,Manual,22500,Petrol,150,62.8,1.0,8
 Viva,6295,Manual,13880,Petrol,20,62.8,1.0,8
 Viva,8995,Manual,25,Petrol,145,46.3,1.0,6
 Viva,7000,Manual,40457,Petrol,145,62.8,1.0,7
 Viva,6995,Manual,14000,Petrol,20,62.8,1.0,9
 Viva,8990,Manual,10,Petrol,145,46.3,1.0,6
 Viva,8990,Manual,25,Petrol,145,46.3,1.0,6
 Viva,8799,Semi-Auto,6732,Petrol,20,62.8,1.0,9
 Viva,7000,Manual,11451,Petrol,20,62.8,1.0,9
 Viva,8990,Manual,25,Petrol,145,46.3,1.0,6
 Viva,6599,Manual,28052,Petrol,20,62.8,1.0,9
 Viva,6475,Manual,172,Petrol,20,62.8,1.0,9
 Viva,6500,Manual,6968,Petrol,145,46.3,1.0,6
 Viva,7730,Manual,11020,Petrol,145,46.3,1.0,6
 Viva,6495,Manual,31085,Petrol,145,62.8,1.0,8
 Viva,6495,Manual,22169,Petrol,20,62.8,1.0,9
 Viva,6399,Manual,8641,Petrol,20,62.8,1.0,9
 Viva,6995,Manual,30052,Petrol,20,62.8,1.0,9
 Viva,5995,Manual,27352,Petrol,20,62.8,1.0,9
 Viva,7350,Manual,18754,Petrol,145,60.1,1.0,7
 Viva,5695,Manual,24504,Petrol,20,62.8,1.0,9
 Viva,6250,Manual,37295,Petrol,20,62.8,1.0,8
 Viva,6450,Manual,21000,Petrol,150,61.4,1.0,7
 Viva,5995,Manual,37295,Petrol,20,62.8,1.0,8
 Viva,6991,Manual,5600,Petrol,145,46.3,1.0,7
 Viva,5700,Manual,19352,Petrol,20,62.8,1.0,8
 Viva,5250,Manual,23678,Petrol,20,62.8,1.0,10
 Viva,6990,Manual,12421,Petrol,145,62.8,1.0,7
 Viva,8890,Manual,3500,Petrol,145,46.3,1.0,7
 Viva,5299,Manual,46736,Petrol,0,65.7,1.0,9
 Viva,5290,Manual,37316,Petrol,20,62.8,1.0,9
 Viva,5590,Manual,17260,Petrol,20,62.8,1.0,9
 Viva,5390,Manual,20814,Petrol,20,62.8,1.0,9
 Viva,5490,Manual,25154,Petrol,20,62.8,1.0,9
 Viva,4990,Manual,39306,Petrol,20,62.8,1.0,9
 Viva,5490,Manual,10515,Petrol,20,62.8,1.0,8
 Viva,7990,Manual,1936,Petrol,145,46.3,1.0,6
 Viva,6500,Manual,9600,Petrol,20,62.8,1.0,8
 Viva,6550,Manual,8158,Petrol,145,62.8,1.0,8
 Viva,5660,Manual,11653,Petrol,20,62.8,1.0,10
 Viva,6110,Manual,18909,Petrol,20,62.8,1.0,9
 Viva,6130,Manual,54000,Petrol,145,61.4,1.0,8
 Viva,6730,Manual,12623,Petrol,145,61.4,1.0,7
 Viva,5300,Manual,20074,Petrol,20,62.8,1.0,9
 Viva,5680,Manual,19441,Petrol,20,62.8,1.0,9
 Viva,5440,Manual,43072,Petrol,20,62.8,1.0,9
 Viva,6999,Manual,10671,Petrol,145,46.3,1.0,7
 Viva,6600,Manual,7648,Petrol,20,62.8,1.0,9
 Viva,8750,Manual,4200,Petrol,145,46.3,1.0,6
 Viva,5490,Manual,45775,Petrol,20,62.8,1.0,9
 Viva,7495,Manual,3500,Petrol,145,46.3,1.0,6
 Viva,7495,Manual,3000,Petrol,145,46.3,1.0,6
 Viva,6500,Manual,32989,Petrol,20,62.8,1.0,9
 Viva,8000,Manual,16005,Petrol,145,61.4,1.0,7
 Viva,8500,Manual,16409,Petrol,145,60.1,1.0,7
 Viva,7999,Manual,6399,Petrol,145,46.3,1.0,7
 Viva,7999,Manual,12731,Petrol,145,46.3,1.0,7
 Viva,6500,Manual,27039,Petrol,20,62.8,1.0,8
 Viva,6799,Manual,6830,Petrol,20,62.8,1.0,8
 Viva,7999,Manual,11200,Petrol,145,46.3,1.0,7
 Viva,7995,Manual,5000,Petrol,145,46.3,1.0,6
 Viva,7494,Manual,1639,Petrol,145,46.3,1.0,7
 Viva,6994,Manual,1139,Petrol,145,46.3,1.0,7
 Viva,6500,Manual,12000,Petrol,145,61.4,1.0,8
 Viva,6100,Manual,22949,Petrol,20,62.8,1.0,9
 Viva,6900,Manual,12273,Petrol,145,62.8,1.0,8
 Viva,6550,Manual,33000,Petrol,20,62.8,1.0,8
 Viva,5750,Manual,20451,Petrol,20,62.8,1.0,10
 Viva,5485,Manual,47744,Petrol,20,62.8,1.0,10
 Viva,6390,Manual,18170,Petrol,20,62.8,1.0,8
 Viva,7995,Manual,6239,Petrol,145,46.3,1.0,6
 Viva,7689,Manual,7129,Petrol,145,46.3,1.0,6
 Viva,7662,Manual,11041,Petrol,145,61.4,1.0,8
 Viva,5779,Manual,35000,Petrol,20,62.8,1.0,9
 Viva,7995,Manual,5384,Petrol,145,46.3,1.0,6
 Viva,7495,Manual,7249,Petrol,145,46.3,1.0,6
 Viva,7494,Manual,5705,Petrol,145,46.3,1.0,6
 Viva,7295,Manual,7274,Petrol,145,46.3,1.0,6
 Viva,7995,Manual,8289,Petrol,145,46.3,1.0,6
 Viva,7995,Manual,7225,Petrol,145,46.3,1.0,6
 Viva,6128,Manual,15000,Petrol,145,61.4,1.0,8
 Viva,7494,Manual,7294,Petrol,145,46.3,1.0,6
 Viva,7494,Manual,7011,Petrol,145,46.3,1.0,6
 Viva,7415,Manual,6092,Petrol,145,46.3,1.0,6
 Viva,7494,Manual,4944,Petrol,150,46.3,1.0,6
 Viva,5999,Manual,14092,Petrol,20,62.8,1.0,9
 Viva,7875,Manual,3868,Petrol,145,46.3,1.0,7
 Viva,6995,Manual,6250,Petrol,145,46.3,1.0,7
 Viva,6599,Manual,10758,Petrol,20,62.8,1.0,9
 Viva,5500,Manual,25420,Petrol,20,62.8,1.0,9
 Viva,5799,Manual,11680,Petrol,20,62.8,1.0,9
 Viva,10299,Manual,6000,Petrol,145,46.3,1.0,6
 Viva,5800,Manual,22737,Petrol,20,62.8,1.0,9
 Viva,7195,Manual,18818,Petrol,150,46.3,1.0,7
 Viva,6400,Manual,22161,Petrol,0,65.7,1.0,9
 Viva,6800,Manual,7217,Petrol,20,62.8,1.0,9
 Viva,7600,Manual,469,Petrol,150,46.3,1.0,6
 Viva,7999,Manual,6313,Petrol,140,60.1,1.0,7
 Viva,6000,Manual,11662,Petrol,145,61.4,1.0,8
 Viva,5975,Manual,18189,Petrol,20,62.8,1.0,8
